fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '5079608779', '5804835788', '3006524777', '1705621205', '2146390345', '5399566356', '1676582411', 0]"
sunshine_credit_level,信用一般
school,
location,江苏
gender,m
birthday,2006-08-10 狮子座
created_at,2021-08-13 03:06:59
description,暂无简介
followers_num,0
,0
userid,7848731037
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', 0, 0, 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,
school,
location,四川 成都
gender,m
birthday,2006-12-07 射手座
created_at,2023-06-28 15:57:39
description,暂无简介
followers_num,0
,0
userid,7739119168
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '6142709212', '7738378853', 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,信用较低
school,
location,其他
gender,m
birthday, 
created_at,2022-02-10 01:10:29
description,暂无简介
followers_num,0
,0
userid,7848797758
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', 0, 0, 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,
school,
location,
gender,m
birthday, 
created_at,2023-06-28 09:55:44
description,暂无简介
followers_num,0
,0
userid,7838465842
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', 0, 0, 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,信用较低
school,
location,其他
gender,f
birthday, 
created_at,2023-05-13 20:32:18
description,暂无简介
followers_num,0
,0
userid,7848731159
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '1904717877', '6683917444', 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,
school,
location,江苏 宿迁
gender,m
birthday,2003-12-16 射手座
created_at,2023-06-28 16:02:29
description,暂无简介
followers_num,0
,0
userid,7848731147
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '7762378890', '2304129841', 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,
school,
location,其他
gender,m
birthday, 
created_at,2023-06-28 16:01:59
description,暂无简介
followers_num,0
,0
userid,7161080784
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '5789870272', '5794519372', 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,信用一般
school,
location,其他
gender,m
birthday, 
created_at,2019-05-26 11:11:45
description,暂无简介
followers_num,0
,0
userid,7544938675
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['6177367279', 0, 0, 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,信用较低
school,
location,其他
gender,m
birthday, 
created_at,2021-01-02 22:16:20
description,暂无简介
followers_num,0
,0
userid,7842028768
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', 0, 0, 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,信用较低
school,
location,其他
gender,f
birthday, 
created_at,2023-05-29 19:40:35
description,暂无简介
followers_num,0
,0
userid,7470908265
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '1882232002', '1672057980', '3244069814', '1842931235', '3957106996', '7005747311', '5993169545', '2477521437']"
sunshine_credit_level,信用一般
school,
location,其他
gender,f
birthday, 
created_at,2020-06-13 17:09:59
description,暂无简介
followers_num,0
,0
userid,7847334267
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', 0, 0, 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,信用较低
school,
location,
gender,f
birthday, 
created_at,2023-06-20 19:49:23
description,暂无简介
followers_num,0
,0
userid,7783477816
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '2440179153', '5598059254', '1713031610', '1350995007', '5908064369', 0, 0, 0]"
sunshine_credit_level,信用一般
school,
location,
gender,f
birthday,2009-04-17 白羊座
created_at,2022-08-18 17:38:16
description,明知梦想，却不能实现
followers_num,0
,0
userid,7389193779
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '3608352874', '1759015447', 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,信用一般
school,
location,
gender,m
birthday, 
created_at,2020-02-09 12:30:21
description,暂无简介
followers_num,0
,0
userid,7497613064
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '7513736246', '5854341661', '7793788282', '6400306290', '5782125798', '7378111235', '2783529923', '5620284075']"
sunshine_credit_level,信用较好
school,
location,
gender,m
birthday, 
created_at,2020-08-28 16:32:17
description,暂无简介
followers_num,0
,0
userid,7849031908
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '7069907923', '2653412072', '2151829800', '1777099153', 0, 0, 0, 0]"
sunshine_credit_level,
school,
location,其他
gender,m
birthday, 
created_at,2023-06-28 15:59:30
description,暂无简介
followers_num,0
,0
userid,7243786124
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', 0, 0, 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,信用较低
school,
location,其他
gender,m
birthday, 
created_at,2019-07-19 11:52:29
description,暂无简介
followers_num,0
,0
userid,7818147700
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['5350509769', '5373372931', '2776578521', '2671109275', '5537913158', '6188115154', 0, 0, 0]"
sunshine_credit_level,信用较低
school,
location,
gender,f
birthday,2002-07-19 巨蟹座
created_at,2023-01-29 09:34:38
description,暂无简介
followers_num,0
,0
userid,7844605270
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '6902142577', '1645255202', 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,信用较低
school,
location,
gender,f
birthday,2005-06-17 双子座
created_at,2023-06-11 23:27:03
description,暂无简介
followers_num,0
,0
userid,6615807353
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', '6545124232', 0, 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,信用较好
school,
location,
gender,f
birthday,2004-03-06 双鱼座
created_at,2018-07-29 13:04:37
description,暂无简介
followers_num,0
,0
userid,7848934671
fans,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
friends,"['1776448504', 0, 0, 0, 0, 0, 0, 0, 0]"
sunshine_credit_level,
school,
location,其他
gender,m
birthday,2004-01-15 摩羯座
created_at,2023-06-27 20:40:32
description,暂无简介
followers_num,0
